session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m,controller,profile,latency_ms,odom_noise_std,lateral_error_rms,lateral_error_max,steering_rate_max,offtrack_events
2026-06-10T10-52-40,1,2026-06-10T10:57:49,234.100,2.302,2.913,538.87,pure_pursuit_lidar,finetuned,0,0.0000,0.1261,0.3364,0.6000,0
2026-06-10T10-52-40,2,2026-06-10T11:00:17,115.100,4.710,7.248,542.14,pure_pursuit_lidar,finetuned,0,0.0000,0.1078,0.5540,0.6000,0
