session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m,controller,profile,latency_ms,odom_noise_std,lateral_error_rms,lateral_error_max,steering_rate_max,offtrack_events
2026-06-10T12-57-26,1,2026-06-10T13:03:05,248.100,4.459,2.863,1106.32,pure_pursuit_lidar,finetuned_perturbed_l500_n01,500,0.1000,0.1786,0.6782,0.6000,0
