session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-25T13-55-37,1,2026-05-25T13:59:16,191.300,3.411,5.833,652.54
2026-05-25T13-55-37,2,2026-05-25T14:02:31,190.100,3.433,5.849,652.54
2026-05-25T13-55-37,3,2026-05-25T14:05:48,191.800,3.403,5.839,652.77
