session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m,controller,profile,latency_ms,odom_noise_std,lateral_error_rms,lateral_error_max,steering_rate_max,offtrack_events
2026-06-10T09-45-34,1,2026-06-10T09:50:26,217.400,2.436,2.914,529.62,pure_pursuit_lidar,baseline,0,0.0000,0.0855,0.2728,0.8000,0
2026-06-10T09-45-34,2,2026-06-10T09:53:09,125.600,4.167,5.766,523.42,pure_pursuit_lidar,baseline,0,0.0000,0.0713,0.3255,0.8000,0
