session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-24T16-07-56,1,2026-05-24T16:21:54,126.900,5.167,6.025,655.72
2026-05-24T16-07-56,2,2026-05-24T16:39:05,129.400,5.052,5.945,653.70
2026-05-24T16-07-56,3,2026-05-24T16:55:22,125.600,5.197,5.954,652.74
