session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-25T16-56-47,1,2026-05-25T16:59:06,113.000,5.580,7.312,630.55
2026-05-25T16-56-47,2,2026-05-25T17:01:07,108.500,5.804,7.510,629.74
2026-05-25T16-56-47,3,2026-05-25T17:03:10,110.400,5.708,7.450,630.22
2026-05-25T16-56-47,4,2026-05-25T17:05:14,110.800,5.688,7.486,630.25
2026-05-25T16-56-47,5,2026-05-25T17:07:17,109.100,5.775,7.558,630.10
