session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m,controller,profile,latency_ms,odom_noise_std,lateral_error_rms,lateral_error_max,steering_rate_max,offtrack_events
2026-06-10T11-20-36,1,2026-06-10T11:26:19,251.700,4.447,2.733,1119.38,pure_pursuit_lidar,finetuned_perturbed_l0_n01,0,0.1000,0.1867,0.5937,0.6000,0
2026-06-10T11-20-36,2,2026-06-10T11:29:24,139.600,6.002,6.896,837.85,pure_pursuit_lidar,finetuned_perturbed_l0_n01,0,0.1000,0.1553,0.6022,0.6000,0
