session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m,controller,profile,latency_ms,odom_noise_std,lateral_error_rms,lateral_error_max,steering_rate_max,offtrack_events
2026-06-08T19-57-17,1,2026-06-08T19:58:45,87.800,6.523,7.736,572.73,pure_pursuit,f1_finetuned,0,0.0000,0.3588,1.0982,0.8000,0
2026-06-08T19-57-17,2,2026-06-08T20:00:12,86.700,6.608,7.686,572.92,pure_pursuit,f1_finetuned,0,0.0000,0.3506,1.0706,1.3299,0
