session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-25T16-46-36,1,2026-05-25T16:48:48,113.200,5.777,7.464,653.90
2026-05-25T16-46-36,2,2026-05-25T16:50:49,111.100,5.886,7.576,653.98
2026-05-25T16-46-36,3,2026-05-25T16:52:48,108.900,6.002,7.413,653.61
