session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-25T12-28-36,1,2026-05-25T12:31:30,145.200,4.541,7.573,659.30
2026-05-25T12-28-36,2,2026-05-25T12:34:38,173.100,3.878,7.415,671.27
2026-05-25T12-28-36,3,2026-05-25T12:38:07,193.500,3.488,7.635,674.99
2026-05-25T12-28-36,4,2026-05-25T12:41:14,172.200,3.857,6.239,664.16
