session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-25T16-28-02,1,2026-05-25T16:29:58,99.900,6.548,7.601,654.10
2026-05-25T16-28-02,2,2026-05-25T16:31:54,107.200,6.123,7.561,656.43
2026-05-25T16-28-02,3,2026-05-25T16:33:53,109.000,6.029,7.583,657.20
