session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-25T15-14-03,1,2026-05-25T15:17:01,140.100,4.518,6.114,632.93
2026-05-25T15-14-03,2,2026-05-25T15:19:30,137.000,4.615,6.141,632.26
2026-05-25T15-14-03,3,2026-05-25T15:21:58,137.600,4.594,6.303,632.19
