session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m,controller,profile,latency_ms,odom_noise_std,lateral_error_rms,lateral_error_max,steering_rate_max,offtrack_events
2026-06-08T19-53-41,1,2026-06-08T19:55:17,95.600,6.037,7.657,577.14,pure_pursuit,f1_racing,0,0.0000,0.5612,2.7410,14.7871,0
2026-06-08T19-53-41,2,2026-06-08T19:56:46,89.500,6.409,7.634,573.61,pure_pursuit,f1_racing,0,0.0000,0.2948,1.1581,5.0704,0
