session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-25T16-34-12,1,2026-05-25T16:36:12,96.800,6.505,7.522,629.73
2026-05-25T16-34-12,2,2026-05-25T16:37:59,95.700,6.578,7.500,629.47
2026-05-25T16-34-12,3,2026-05-25T16:39:41,92.500,6.800,7.673,629.02
