session_id,lap_number,timestamp_iso,duration_s,avg_speed_mps,max_speed_mps,distance_m
2026-05-25T15-05-24,1,2026-05-25T15:07:52,124.400,5.259,7.377,654.18
2026-05-25T15-05-24,2,2026-05-25T15:10:24,139.200,4.709,6.139,655.55
2026-05-25T15-05-24,3,2026-05-25T15:12:40,124.200,5.266,7.419,654.01
